,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
13609,33,56000,RENT,1.0,EDUCATION,A,6500,6.76,False,False,6
13610,33,54000,RENT,1.0,DEBTCONSOLIDATION,D,6500,14.96,True,True,7
13611,29,46500,MORTGAGE,1.0,EDUCATION,D,11000,12.99,True,True,6
13612,27,63360,RENT,1.0,EDUCATION,B,6500,9.99,False,False,8
13613,28,59000,RENT,0.0,HOMEIMPROVEMENT,E,6500,16.35,True,False,7
13614,33,67000,RENT,1.0,VENTURE,A,6500,7.74,False,False,5
13615,30,67275,RENT,4.0,HOMEIMPROVEMENT,A,6500,8.94,False,False,7
13616,27,68000,RENT,0.0,DEBTCONSOLIDATION,A,6500,7.51,False,False,7
13617,27,69476,RENT,3.0,VENTURE,A,6500,6.17,False,False,7
13618,27,52656,MORTGAGE,4.0,VENTURE,B,13000,11.12,False,False,10
13619,28,52692,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4500,11.89,False,False,8
13620,29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,False,False,9
13621,29,52800,MORTGAGE,7.0,EDUCATION,D,25475,16.29,False,True,7
13622,32,52800,MORTGAGE,2.0,HOMEIMPROVEMENT,A,24000,7.51,False,False,10
13623,29,52800,MORTGAGE,1.0,PERSONAL,C,4800,14.79,False,False,9
13624,29,115000,RENT,0.0,MEDICAL,B,6500,10.65,False,False,10
13625,29,123000,RENT,0.0,EDUCATION,A,6500,11.12,False,False,10
13626,29,32000,RENT,1.0,MEDICAL,D,6525,16.07,True,True,9
13627,29,29500,RENT,3.0,VENTURE,A,6550,7.9,False,False,10
13628,27,42000,RENT,2.0,MEDICAL,A,6550,7.88,False,False,8
13629,27,30000,RENT,5.0,PERSONAL,C,6575,13.49,True,False,9
13630,31,26000,RENT,1.0,MEDICAL,B,6600,11.12,False,False,6
13631,28,52828,MORTGAGE,6.0,MEDICAL,A,14500,7.29,False,False,7
13632,29,52833,MORTGAGE,7.0,VENTURE,A,12250,6.62,False,False,6
13633,29,30000,RENT,2.0,MEDICAL,D,6600,15.33,True,True,8
13634,31,30000,RENT,0.0,EDUCATION,D,6600,16.49,True,True,8
13635,35,53000,OWN,1.0,PERSONAL,C,10000,15.27,False,True,6
13636,31,39000,RENT,5.0,MEDICAL,C,6600,13.79,False,True,9
13637,27,40200,RENT,2.0,VENTURE,B,6600,11.14,False,False,7
13638,28,53000,OWN,3.0,EDUCATION,A,7475,7.9,False,False,8
13639,34,53000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3100,7.9,False,False,6
13640,30,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12500,6.03,False,False,7
13641,31,53000,MORTGAGE,8.0,EDUCATION,C,3000,15.23,False,False,5
13642,35,130000,RENT,11.0,EDUCATION,E,6600,17.93,False,False,5
13643,33,24947,RENT,3.0,HOMEIMPROVEMENT,B,6625,12.69,True,False,9
13644,31,51000,RENT,4.0,EDUCATION,B,6625,10.38,False,False,10
13645,31,53000,MORTGAGE,2.0,MEDICAL,B,7200,10.37,False,False,8
13646,28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,8.88,True,False,6
13647,33,53000,MORTGAGE,2.0,MEDICAL,A,6000,5.79,False,False,5
13648,33,25700,RENT,3.0,EDUCATION,B,6700,10.99,False,False,10
13649,31,47000,MORTGAGE,10.0,VENTURE,D,23000,14.84,True,False,9
13650,32,28600,RENT,3.0,VENTURE,B,6700,10.37,False,False,9
13651,33,53000,RENT,6.0,HOMEIMPROVEMENT,C,6700,13.49,False,False,6
13652,27,53000,MORTGAGE,3.0,EDUCATION,C,6400,13.11,False,True,8
13653,30,20000,RENT,4.0,PERSONAL,C,6800,12.84,True,False,6
13654,32,22704,RENT,4.0,DEBTCONSOLIDATION,B,6800,11.12,False,False,8
13655,34,53000,OWN,9.0,HOMEIMPROVEMENT,A,9600,8.94,False,False,10
13656,27,53000,MORTGAGE,6.0,VENTURE,A,5000,11.12,False,False,7
13657,27,47000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,14.96,True,True,9
13658,32,39270,RENT,5.0,EDUCATION,C,6800,12.99,False,True,7
13659,34,47818,RENT,9.0,MEDICAL,A,6800,6.92,False,False,9
13660,31,50000,RENT,4.0,EDUCATION,E,6800,19.29,False,False,8
13661,32,53000,MORTGAGE,1.0,EDUCATION,C,6800,12.84,False,True,7
13662,33,45000,RENT,13.0,EDUCATION,C,6800,11.22,True,True,6
13663,29,53000,MORTGAGE,3.0,EDUCATION,A,6000,8.0,False,False,8
13664,31,53000,MORTGAGE,7.0,VENTURE,C,4550,11.03,False,True,6
13665,28,53004,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,12.98,False,False,10
13666,29,53004,MORTGAGE,2.0,HOMEIMPROVEMENT,A,15000,9.63,False,False,10
13667,28,57000,RENT,0.0,HOMEIMPROVEMENT,B,6800,10.65,False,False,8
13668,29,53200,MORTGAGE,7.0,HOMEIMPROVEMENT,C,1000,13.49,False,True,6
13669,32,53200,MORTGAGE,13.0,PERSONAL,A,5000,11.12,False,False,8
13670,30,53208,MORTGAGE,5.0,EDUCATION,C,8500,11.12,False,True,5
13671,35,30000,RENT,0.0,EDUCATION,A,6475,5.42,False,False,7
13672,31,53329,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8250,5.99,False,False,9
13673,27,53400,MORTGAGE,8.0,PERSONAL,B,4000,9.99,False,False,6
13674,32,53408,MORTGAGE,8.0,VENTURE,B,1400,10.99,False,False,6
13675,35,53500,MORTGAGE,3.0,MEDICAL,B,10000,9.91,False,False,5
13676,29,53500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,5000,13.49,False,False,10
13677,27,47500,MORTGAGE,5.0,MEDICAL,A,13000,7.88,True,False,8
13678,35,53500,MORTGAGE,1.0,VENTURE,C,20000,12.53,False,True,7
13679,29,53590,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11225,11.14,False,False,7
13680,29,30000,RENT,2.0,EDUCATION,C,6400,12.87,False,False,5
13681,28,31800,RENT,2.0,VENTURE,E,6400,16.82,True,True,5
13682,30,53979,MORTGAGE,5.0,EDUCATION,B,25000,10.08,False,False,7
13683,29,31836,RENT,2.0,EDUCATION,D,6400,14.96,True,True,5
13684,32,54000,MORTGAGE,4.0,MEDICAL,C,12000,15.27,False,False,6
13685,27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,11.12,False,False,10
13686,29,34000,RENT,2.0,DEBTCONSOLIDATION,B,6400,6.0,False,False,8
13687,27,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6000,14.27,False,True,7
13688,29,54000,MORTGAGE,2.0,EDUCATION,C,2500,13.49,False,True,9
13689,33,48000,MORTGAGE,7.0,PERSONAL,B,7000,12.42,True,False,5
13690,27,54000,MORTGAGE,4.0,MEDICAL,A,9000,6.62,False,False,10
13691,27,35000,RENT,0.0,MEDICAL,A,6400,7.74,False,False,5
13692,30,36000,RENT,2.0,EDUCATION,B,6400,10.59,False,False,9
13693,30,54000,MORTGAGE,6.0,MEDICAL,A,5375,11.12,False,False,5
13694,34,37000,RENT,2.0,EDUCATION,C,6400,13.61,False,False,9
13695,34,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,27000,7.9,False,False,5
13696,34,32000,RENT,0.0,HOMEIMPROVEMENT,D,6400,15.62,True,False,5
13697,30,54000,MORTGAGE,0.0,VENTURE,A,9600,11.12,False,False,8
13698,28,42000,RENT,0.0,MEDICAL,A,6400,5.79,False,False,6
13699,33,54000,MORTGAGE,8.0,MEDICAL,A,3800,8.9,False,False,7
13700,34,43000,RENT,1.0,MEDICAL,A,6400,9.63,False,False,5
13701,30,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,6.03,False,False,5
13702,32,41000,RENT,2.0,MEDICAL,D,6400,15.65,True,True,6
13703,33,54000,MORTGAGE,3.0,EDUCATION,C,10000,15.23,False,True,8
13704,30,50000,RENT,2.0,VENTURE,B,6400,11.71,False,False,6
13705,32,50000,RENT,0.0,EDUCATION,C,6400,13.35,False,False,8
13706,33,54000,MORTGAGE,6.0,EDUCATION,B,2100,9.99,False,False,6
13707,27,50000,RENT,4.0,HOMEIMPROVEMENT,C,6400,13.23,False,True,7
13708,28,56000,RENT,4.0,PERSONAL,A,6400,7.29,False,False,9
13709,34,56000,RENT,2.0,PERSONAL,C,6400,11.12,False,True,5
13710,32,57192,RENT,5.0,PERSONAL,A,6400,8.0,False,False,5
13711,34,54000,MORTGAGE,5.0,PERSONAL,A,3500,5.99,False,False,6
13712,33,58000,RENT,5.0,MEDICAL,A,6400,7.51,False,False,8
13713,32,54000,MORTGAGE,9.0,EDUCATION,B,3000,11.12,False,False,7
13714,29,54000,MORTGAGE,1.0,VENTURE,D,10000,16.89,False,False,5
13715,32,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10975,7.66,False,False,7
13716,28,64775,RENT,9.0,PERSONAL,C,6400,12.87,True,True,10
13717,33,66000,RENT,2.0,VENTURE,D,6400,14.96,True,False,7
13718,35,69000,RENT,5.0,DEBTCONSOLIDATION,D,6400,16.77,True,True,8
13719,29,75000,RENT,5.0,VENTURE,A,6400,7.49,False,False,8
13720,32,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.66,False,False,6
13721,32,54000,MORTGAGE,6.0,EDUCATION,A,4800,11.12,False,False,7
13722,32,80000,RENT,1.0,MEDICAL,B,6400,10.99,False,False,10
13723,34,54000,MORTGAGE,5.0,MEDICAL,A,10000,7.29,False,False,7
13724,32,80000,RENT,0.0,MEDICAL,A,6400,7.88,False,False,8
13725,28,87000,RENT,7.0,VENTURE,B,6400,10.39,False,False,6
13726,30,90000,RENT,2.0,EDUCATION,A,6400,6.62,False,False,7
13727,28,54000,MORTGAGE,3.0,VENTURE,B,10000,9.99,False,False,9
13728,34,90000,RENT,4.0,MEDICAL,B,6400,11.12,False,False,7
13729,32,95000,RENT,5.0,HOMEIMPROVEMENT,C,6400,11.54,False,False,5
13730,29,96000,RENT,3.0,HOMEIMPROVEMENT,B,6400,11.49,False,False,8
13731,32,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,5.79,False,False,6
13732,28,54000,MORTGAGE,1.0,PERSONAL,A,11000,6.54,False,False,9
13733,28,54000,MORTGAGE,1.0,VENTURE,B,6250,9.99,False,False,6
13734,31,54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,7.14,False,False,5
13735,32,54000,MORTGAGE,12.0,PERSONAL,A,3500,7.88,False,False,6
13736,27,27000,RENT,3.0,MEDICAL,B,6900,9.99,False,False,7
13737,31,48000,MORTGAGE,9.0,MEDICAL,A,8000,7.14,True,False,8
13738,30,39500,RENT,3.0,EDUCATION,A,6925,7.88,False,False,9
13739,30,54000,MORTGAGE,5.0,EDUCATION,A,5000,7.88,False,False,5
13740,28,54000,MORTGAGE,2.0,EDUCATION,B,9250,11.36,False,False,10
13741,32,43000,RENT,2.0,MEDICAL,B,6950,9.91,False,False,9
13742,29,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.14,False,False,5
13743,34,54000,OWN,8.0,MEDICAL,B,5000,10.62,False,False,7
13744,35,25200,RENT,0.0,PERSONAL,E,7000,15.68,True,True,7
13745,33,54000,MORTGAGE,7.0,VENTURE,C,7500,13.22,False,False,10
13746,27,54000,OWN,2.0,HOMEIMPROVEMENT,B,9600,12.18,False,False,8
13747,29,26280,RENT,0.0,EDUCATION,B,7000,11.12,False,False,9
13748,28,54000,MORTGAGE,9.0,EDUCATION,A,10000,8.59,False,False,8
13749,29,27000,RENT,4.0,VENTURE,C,7000,13.72,False,False,7
13750,32,27600,RENT,0.0,MEDICAL,A,7000,6.54,False,False,9
13751,27,27720,RENT,1.0,EDUCATION,B,7000,10.95,False,False,6
13752,30,28000,RENT,1.0,PERSONAL,C,7000,13.22,False,True,10
13753,30,54000,MORTGAGE,8.0,PERSONAL,A,5000,8.0,False,False,8
13754,29,54000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,9.32,False,False,7
13755,34,28704,RENT,0.0,MEDICAL,A,7000,9.32,False,False,10
13756,32,54000,MORTGAGE,9.0,VENTURE,C,13000,12.53,False,False,10
13757,32,28800,RENT,3.0,MEDICAL,A,7000,7.51,False,False,10
13758,27,29004,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.03,False,False,10
13759,31,29736,RENT,4.0,EDUCATION,A,7000,6.92,False,False,8
13760,27,30000,RENT,5.0,MEDICAL,D,7000,15.62,True,False,6
13761,31,30000,RENT,5.0,MEDICAL,B,7000,11.99,False,False,8
13762,33,54072,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,6.99,False,False,7
13763,34,54072,MORTGAGE,12.0,PERSONAL,B,7000,11.89,False,False,9
13764,28,54080,MORTGAGE,7.0,HOMEIMPROVEMENT,B,13750,11.14,False,False,7
13765,27,30000,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.37,False,False,7
13766,29,30000,RENT,8.0,MEDICAL,C,7000,13.35,False,True,10
13767,29,54099,MORTGAGE,2.0,DEBTCONSOLIDATION,B,21000,9.96,False,False,6
13768,29,30000,RENT,4.0,VENTURE,B,7000,12.18,False,False,9
13769,27,54120,MORTGAGE,2.0,VENTURE,B,6000,11.36,False,False,6
13770,27,54216,MORTGAGE,4.0,PERSONAL,A,9000,5.99,False,False,5
13771,30,30000,RENT,3.0,MEDICAL,A,7000,11.12,False,False,8
13772,27,31200,RENT,3.0,PERSONAL,B,7000,9.88,False,False,9
13773,32,32000,RENT,1.0,HOMEIMPROVEMENT,D,7000,14.91,True,True,9
13774,29,54500,MORTGAGE,7.0,PERSONAL,D,4275,11.12,False,False,5
13775,29,54548,MORTGAGE,8.0,VENTURE,A,6000,7.14,False,False,9
13776,31,33000,RENT,2.0,VENTURE,A,7000,8.9,False,False,10
13777,30,54600,MORTGAGE,11.0,VENTURE,B,2500,9.99,False,False,7
13778,27,34000,RENT,7.0,MEDICAL,C,7000,15.96,False,True,10
13779,28,35000,RENT,1.0,PERSONAL,B,7000,12.69,False,False,8
13780,29,35000,RENT,7.0,MEDICAL,C,7000,12.68,False,True,9
13781,29,35000,RENT,3.0,MEDICAL,B,7000,8.88,False,False,5
13782,35,36000,RENT,5.0,MEDICAL,A,7000,6.91,False,False,9
13783,32,54996,MORTGAGE,1.0,MEDICAL,A,7000,6.92,False,False,8
13784,28,30416,RENT,7.0,HOMEIMPROVEMENT,D,7000,14.96,True,True,7
13785,30,30475,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.12,True,False,5
13786,27,36500,RENT,3.0,DEBTCONSOLIDATION,C,7000,10.78,False,False,8
13787,27,54996,OWN,5.0,PERSONAL,C,16400,13.98,False,False,9
13788,28,37000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.32,False,False,8
13789,32,37120,RENT,7.0,PERSONAL,C,7000,13.47,False,True,10
13790,32,37440,RENT,8.0,VENTURE,B,7000,9.91,False,False,8
13791,29,32000,RENT,2.0,EDUCATION,C,7000,14.65,True,True,10
13792,27,38400,RENT,2.0,MEDICAL,A,7000,7.51,False,False,6
13793,31,39000,RENT,2.0,PERSONAL,C,7000,11.12,False,False,9
13794,35,33000,RENT,4.0,EDUCATION,A,7000,7.9,True,False,9
13795,31,48996,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8500,14.11,True,True,9
13796,27,54996,OWN,2.0,HOMEIMPROVEMENT,D,8000,14.11,False,True,9
13797,29,39996,RENT,3.0,PERSONAL,A,7000,9.32,False,False,6
13798,29,39996,RENT,3.0,MEDICAL,C,7000,12.84,False,False,5
13799,28,34000,RENT,2.0,EDUCATION,C,7000,13.49,True,True,5
13800,33,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,3500,10.65,False,False,5
13801,31,40000,RENT,2.0,EDUCATION,B,7000,9.62,False,False,9
13802,30,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,11.12,False,False,6
13803,27,55000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,False,False,6
13804,35,40000,RENT,3.0,VENTURE,D,7000,16.07,False,True,8
13805,28,40000,RENT,2.0,PERSONAL,A,7000,8.59,False,False,10
13806,28,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,20000,6.62,False,False,10
13807,29,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,11.12,False,False,8
13808,35,41000,RENT,2.0,EDUCATION,C,7000,13.49,False,True,7
13809,30,55000,MORTGAGE,2.0,EDUCATION,A,11500,7.9,False,False,9
13810,27,41000,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.73,False,True,5
13811,27,35520,RENT,1.0,VENTURE,D,7000,14.91,True,True,8
13812,29,41779,RENT,5.0,EDUCATION,A,7000,5.79,False,False,10
13813,27,55000,MORTGAGE,6.0,PERSONAL,A,10000,7.9,False,False,6
13814,27,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,7.51,False,False,8
13815,31,42000,RENT,2.0,MEDICAL,A,7000,7.9,False,False,7
13816,28,42000,RENT,0.0,VENTURE,B,7000,11.11,False,False,6
13817,33,36000,RENT,5.0,DEBTCONSOLIDATION,A,7000,5.79,True,False,5
13818,28,55000,OWN,0.0,DEBTCONSOLIDATION,D,6700,16.77,False,True,7
13819,28,55000,MORTGAGE,7.0,MEDICAL,A,8000,11.12,False,False,8
13820,28,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,22000,11.12,False,False,10
13821,34,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,2500,13.49,False,False,7
13822,34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,False,True,10
13823,27,55000,OWN,3.0,EDUCATION,C,4500,13.49,False,False,8
13824,29,55000,MORTGAGE,1.0,VENTURE,A,12625,7.9,False,False,6
13825,31,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.49,False,False,9
13826,29,55000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,False,False,6
13827,33,43000,RENT,2.0,EDUCATION,A,7000,7.88,False,False,6
13828,30,55000,MORTGAGE,1.0,PERSONAL,B,6500,10.99,False,False,9
13829,28,55000,MORTGAGE,6.0,EDUCATION,A,2400,11.12,False,False,8
13830,27,44000,RENT,2.0,MEDICAL,A,7000,7.14,False,False,7
13831,28,55000,OWN,7.0,VENTURE,A,20000,7.49,False,False,6
13832,34,55000,MORTGAGE,3.0,VENTURE,A,12800,5.42,False,False,9
13833,27,44400,RENT,7.0,VENTURE,B,7000,10.0,False,False,6
13834,30,55000,MORTGAGE,0.0,PERSONAL,C,6000,12.99,False,True,6
13835,35,55000,MORTGAGE,7.0,EDUCATION,B,1450,10.59,False,False,5
13836,33,55000,MORTGAGE,3.0,MEDICAL,A,1775,7.49,False,False,7
13837,27,45000,RENT,1.0,EDUCATION,A,7000,7.49,False,False,9
13838,28,45000,RENT,3.0,MEDICAL,C,7000,13.43,False,True,7
13839,34,45000,RENT,3.0,PERSONAL,B,7000,11.86,False,False,8
13840,33,45000,RENT,0.0,VENTURE,B,7000,10.38,False,False,8
13841,31,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.49,False,False,5
13842,27,39000,RENT,4.0,PERSONAL,C,7000,13.79,True,True,7
13843,34,46000,RENT,1.0,MEDICAL,A,7000,8.9,False,False,8
13844,27,55000,MORTGAGE,3.0,PERSONAL,A,11000,7.49,False,False,10
13845,29,40000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.91,True,True,9
13846,32,49000,MORTGAGE,3.0,MEDICAL,B,11500,10.99,True,False,9
13847,35,55000,MORTGAGE,14.0,PERSONAL,A,15000,8.49,False,False,10
13848,29,47000,RENT,2.0,EDUCATION,B,7000,10.36,False,False,7
13849,30,49000,MORTGAGE,2.0,PERSONAL,C,16000,13.49,True,False,7
13850,33,48000,RENT,1.0,MEDICAL,B,7000,11.99,False,False,8
13851,29,55000,MORTGAGE,4.0,PERSONAL,B,8000,10.0,False,False,6
13852,29,55000,MORTGAGE,4.0,PERSONAL,A,3600,6.92,False,False,10
13853,30,48409,RENT,4.0,MEDICAL,B,7000,11.12,False,False,10
13854,31,49000,RENT,8.0,DEBTCONSOLIDATION,B,7000,12.69,False,False,6
13855,33,49896,RENT,8.0,MEDICAL,A,7000,11.12,False,False,9
13856,30,50000,RENT,0.0,DEBTCONSOLIDATION,C,7000,14.65,False,False,9
13857,34,55000,MORTGAGE,6.0,EDUCATION,C,5000,13.43,False,True,10
13858,35,50000,RENT,4.0,DEBTCONSOLIDATION,B,7000,11.49,False,False,9
13859,35,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200,5.79,False,False,10
13860,29,50000,RENT,3.0,DEBTCONSOLIDATION,B,7000,11.12,False,False,6
13861,28,50000,RENT,0.0,VENTURE,A,7000,6.92,False,False,9
13862,28,50000,RENT,0.0,EDUCATION,A,7000,8.32,False,False,5
13863,29,50400,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.17,False,False,8
13864,33,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.54,False,False,6
13865,28,52000,RENT,3.0,HOMEIMPROVEMENT,B,7000,11.99,False,False,8
13866,28,52000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.12,False,False,9
13867,27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,False,False,9
13868,31,52249,RENT,7.0,HOMEIMPROVEMENT,A,7000,7.49,False,False,7
13869,31,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6250,9.99,False,False,9
13870,30,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,5.79,False,False,10
13871,28,55000,MORTGAGE,5.0,PERSONAL,A,4800,5.79,False,False,6
13872,27,55000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11000,5.42,False,False,9
13873,28,53000,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.88,False,False,9
13874,27,53250,RENT,1.0,MEDICAL,B,7000,10.37,False,False,6
13875,27,55000,MORTGAGE,2.0,VENTURE,D,7000,11.12,False,True,7
13876,28,48000,RENT,0.0,HOMEIMPROVEMENT,C,7000,12.68,True,False,10
13877,30,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.38,False,False,8
13878,34,55000,RENT,4.0,MEDICAL,B,7000,8.88,False,False,9
13879,30,85000,RENT,4.0,HOMEIMPROVEMENT,A,7000,8.9,False,False,5
13880,27,85000,RENT,2.0,VENTURE,C,7000,13.99,False,True,9
13881,29,85000,RENT,3.0,EDUCATION,A,7000,6.92,False,False,8
13882,31,55000,MORTGAGE,2.0,PERSONAL,A,8000,7.14,False,False,10
13883,29,55000,MORTGAGE,3.0,VENTURE,A,6400,7.88,False,False,9
13884,35,90000,RENT,15.0,PERSONAL,B,7000,11.71,False,False,9
13885,32,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,6500,13.98,False,False,10
13886,28,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,19750,15.58,True,True,9
13887,32,40100,RENT,3.0,EDUCATION,C,7175,12.99,False,True,7
13888,31,55000,MORTGAGE,0.0,VENTURE,A,4500,7.14,False,False,6
13889,35,17280,RENT,6.0,VENTURE,D,7200,12.36,True,True,8
13890,27,18200,RENT,8.0,VENTURE,A,7200,7.49,True,False,9
13891,32,55000,MORTGAGE,0.0,MEDICAL,C,9000,13.85,False,False,10
13892,29,55000,OWN,4.0,VENTURE,B,10000,11.36,False,False,8
13893,31,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,11.36,False,False,5
13894,33,55000,OWN,4.0,HOMEIMPROVEMENT,A,12000,7.51,False,False,9
13895,29,26400,RENT,4.0,MEDICAL,A,7200,7.49,False,False,10
13896,30,55000,OWN,6.0,EDUCATION,D,21250,15.7,False,True,6
13897,34,28800,RENT,0.0,EDUCATION,B,7200,11.99,True,False,10
13898,27,29120,RENT,6.0,MEDICAL,C,7200,13.11,False,False,6
13899,30,55000,OWN,2.0,EDUCATION,B,6500,10.99,False,False,9
13900,31,30000,RENT,2.0,PERSONAL,C,7200,15.96,False,True,6
13901,33,30000,RENT,6.0,PERSONAL,B,7200,12.69,True,False,10
13902,31,30000,RENT,0.0,HOMEIMPROVEMENT,B,7200,11.12,True,False,10
13903,27,30000,RENT,1.0,PERSONAL,A,7200,7.29,False,False,7
13904,30,30000,RENT,7.0,DEBTCONSOLIDATION,B,7200,10.36,False,False,6
13905,29,31000,RENT,1.0,PERSONAL,C,7200,11.03,True,False,8
13906,35,55000,MORTGAGE,4.0,EDUCATION,A,8500,7.88,False,False,8
13907,35,32000,RENT,3.0,MEDICAL,C,7200,12.61,False,False,5
13908,29,33000,RENT,2.0,EDUCATION,B,7200,11.71,True,False,10
13909,35,34200,RENT,3.0,EDUCATION,A,7200,6.99,False,False,6
13910,34,35000,RENT,2.0,VENTURE,B,7200,12.42,False,False,9
13911,28,35000,RENT,2.0,MEDICAL,A,7200,7.66,False,False,6
13912,32,55000,OWN,4.0,HOMEIMPROVEMENT,E,15250,16.35,False,True,6
13913,32,38000,RENT,0.0,EDUCATION,B,7200,10.08,False,False,7
13914,31,55000,OWN,5.0,EDUCATION,D,15850,11.12,False,False,7
13915,27,40000,RENT,1.0,VENTURE,C,7200,13.22,False,False,6
13916,31,40000,RENT,4.0,EDUCATION,A,7200,9.63,False,False,8
13917,31,40351,RENT,12.0,PERSONAL,A,7200,7.29,False,False,9
13918,33,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,8000,11.14,False,False,9
13919,30,41000,RENT,0.0,PERSONAL,A,7200,7.49,False,False,5
13920,28,55000,MORTGAGE,4.0,VENTURE,B,10650,11.58,False,False,8
13921,31,41196,RENT,1.0,VENTURE,A,7200,7.9,False,False,7
13922,34,35316,RENT,5.0,MEDICAL,D,7200,14.84,True,False,10
13923,30,42000,RENT,2.0,MEDICAL,B,7200,10.99,False,False,6
13924,27,42504,RENT,2.0,DEBTCONSOLIDATION,B,7200,10.59,False,False,6
13925,29,43108,RENT,7.0,VENTURE,A,7200,6.03,False,False,7
13926,27,39000,RENT,4.0,DEBTCONSOLIDATION,B,7200,10.65,True,False,5
13927,28,55000,MORTGAGE,2.0,EDUCATION,D,18000,14.11,False,False,5
13928,34,39000,RENT,5.0,HOMEIMPROVEMENT,B,7200,11.71,True,False,5
13929,30,48000,RENT,1.0,EDUCATION,B,7200,10.39,False,False,8
13930,33,49000,RENT,6.0,MEDICAL,B,7200,12.42,False,False,7
13931,35,50000,RENT,6.0,VENTURE,B,7200,11.99,False,False,9
13932,27,55000,MORTGAGE,8.0,VENTURE,C,7500,12.22,False,True,6
13933,28,50000,RENT,4.0,DEBTCONSOLIDATION,B,7200,11.12,False,False,7
13934,30,55000,MORTGAGE,0.0,EDUCATION,D,12000,13.55,False,False,5
13935,27,49000,MORTGAGE,0.0,PERSONAL,B,15000,9.76,True,False,7
13936,28,56052,RENT,8.0,VENTURE,C,7200,11.28,False,True,8
13937,27,55140,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,13.49,False,True,8
13938,27,60000,RENT,4.0,HOMEIMPROVEMENT,A,7200,8.9,False,False,7
13939,28,60000,RENT,5.0,HOMEIMPROVEMENT,A,7200,5.42,False,False,7
13940,27,60000,RENT,0.0,HOMEIMPROVEMENT,A,7200,7.74,False,False,10
13941,27,49200,MORTGAGE,2.0,DEBTCONSOLIDATION,E,7500,16.32,True,False,7
13942,28,62000,RENT,4.0,PERSONAL,C,7200,12.99,False,True,9
13943,27,55200,OWN,4.0,EDUCATION,B,4000,11.12,False,False,10
